"Line Numbers"	"  Si WT%"	"  Ti WT%"	"  Al WT%"	"  Cr WT%"	"  Fe WT%"	"  Ni WT%"	"  Mn WT%"	"  Mg WT%"	"  Ca WT%"	"  Na WT%"	"   O WT%"	"   TOTAL WT%"	"SiO2  Oxide Percents"	"TiO2  Oxide Percents"	"Al2O3  Oxide Percents"	"Cr2O3  Oxide Percents"	"FeO  Oxide Percents"	"NiO  Oxide Percents"	"MnO  Oxide Percents"	"MgO  Oxide Percents"	"CaO  Oxide Percents"	"Na2O  Oxide Percents"	"       O"	"Oxide Totals"	"  Si AT%"	"  Ti AT%"	"  Al AT%"	"  Cr AT%"	"  Fe AT%"	"  Ni AT%"	"  Mn AT%"	"  Mg AT%"	"  Ca AT%"	"  Na AT%"	"   O AT%"	"Si OXMOL%"	"Ti OXMOL%"	"Al OXMOL%"	"Cr OXMOL%"	"Fe OXMOL%"	"Ni OXMOL%"	"Mn OXMOL%"	"Mg OXMOL%"	"Ca OXMOL%"	"Na OXMOL%"	"O OXMOL%"	"   TOTAL OXMOL%"	" FORMULA"	"   BASIS"	"Si FORMULA"	"Ti FORMULA"	"Al FORMULA"	"Cr FORMULA"	"Fe FORMULA"	"Ni FORMULA"	"Mn FORMULA"	"Mg FORMULA"	"Ca FORMULA"	"Na FORMULA"	"O FORMULA"	"Si Detection Limits"	"Ti Detection Limits"	"Al Detection Limits"	"Cr Detection Limits"	"Fe Detection Limits"	"Ni Detection Limits"	"Mn Detection Limits"	"Mg Detection Limits"	"Ca Detection Limits"	"Na Detection Limits"	"Si Percent Errors"	"Ti Percent Errors"	"Al Percent Errors"	"Cr Percent Errors"	"Fe Percent Errors"	"Ni Percent Errors"	"Mn Percent Errors"	"Mg Percent Errors"	"Ca Percent Errors"	"Na Percent Errors"	"X Stage Coordinates (mm)"	"Y Stage Coordinates (mm)"	"   Z Stage Coordinates (mm)"	" RELDIST"	"Si K-RAW"	"Ti K-RAW"	"Al K-RAW"	"Cr K-RAW"	"Fe K-RAW"	"Ni K-RAW"	"Mn K-RAW"	"Mg K-RAW"	"Ca K-RAW"	"Na K-RAW"	"Si KRAT"	"Ti KRAT"	"Al KRAT"	"Cr KRAT"	"Fe KRAT"	"Ni KRAT"	"Mn KRAT"	"Mg KRAT"	"Ca KRAT"	"Na KRAT"	"TOTAL-WT%"	"TOTAL-OXYGEN"
99	 19.5639	 .000000	 .008462	 .000000	 8.19332	 .231729	 .298572	 31.6654	 .044921	 .009120	 45.6617	 105.677	 41.8541	 .000000	 .015989	 .000000	 10.5407	 .294881	 .385528	 52.5107	 .062853	 .012293	  .00000	 105.677	 13.9003	 .000000	 .006258	 .000000	 2.92766	 .078764	 .108452	 25.9986	 .022366	 .007916	 56.9497	 32.2939	 .000000	 .007270	 .000000	 6.80167	 .182989	 .251961	 60.4011	 .051961	 .009196	 .000000	 100.000	 6.00000	0	 1.46448	 .000000	 .000659	 .000000	 .308446	 .008298	 .011426	 2.73911	 .002356	 .000834	 6.00000	 .024893	 .045486	 .025536	 .010098	 .037183	 .032566	 .022851	 .010918	 .007240	 .016584	 .304277	 -196.39	 143.315	 -408.84	 1.00126	 7.54030	 4.77792	 .203610	 8.50869	 87.4842	 51.7158	 76.8565	 10.8825	 1741.94	 .916897	 -.00017	 .000327	 -.00002	 .138219	 .002608	 .005038	 .851320	 .003085	 .000986	0.1397466	1E-10	5.006751E-05	1E-10	6.917072E-02	1.95657E-03	2.480919E-03	0.2210144	4.111072E-04	4.949127E-05	 105.677	 45.6617
100	 18.3360	 .021419	 .022033	 .000000	 8.19665	 .223813	 .300434	 30.6368	 .093940	 .002174	 43.6285	 101.462	 39.2273	 .035729	 .041630	 .000000	 10.5450	 .284808	 .387932	 50.8051	 .131441	 .002931	 .000000	 101.462	 13.6014	 .009316	 .017012	 .000000	 3.05777	 .079422	 .113932	 26.2613	 .048830	 .001970	 56.8091	 31.4982	 .021575	 .019699	 .000000	 7.08121	 .183927	 .263844	 60.8162	 .113082	 .002281	 .000000	 100.000	 6.00000	0	 1.43654	 .000984	 .001797	 .000000	 .322952	 .008388	 .012033	 2.77363	 .005157	 .000208	 6.00000	 .021912	 .038946	 .022351	 .009852	 .033153	 .033071	 .022098	 .010489	 .006843	 .016617	 .313600	 89.7838	 49.0281	 -154.22	 .996041	 7.87002	 4.66561	 .207215	 4.33587	 362.075	 51.7854	 76.8439	 10.8825	 1812.67	 .857315	 .000331	 .000849	 -.00004	 .138364	 .002520	 .005073	 .821701	 .006457	 .000234	0.1306655	1.838515E-04	1.299013E-04	1E-10	6.924313E-02	1.890609E-03	2.497949E-03	0.2133248	8.605383E-04	1.175886E-05	 101.462	 43.6285
101	 13.1045	 .019791	 .012751	 .003310	 8.25989	 .260816	 .345958	 30.8829	 .032629	 .001020	 37.8387	 90.7622	 28.0352	 .033013	 .024093	 .004838	 10.6263	 .331895	 .446714	 51.2131	 .045654	 .001375	 -.00001	 90.7622	 10.9460	 .009693	 .011087	 .001494	 3.46977	 .104219	 .147733	 29.8091	 .019098	 .001041	 55.4807	 24.5909	 .021776	 .012453	 .001678	 7.79506	 .234135	 .331891	 66.9680	 .042906	 .001169	 .000000	 100.000	 6.00000	0	 1.18376	 .001048	 .001199	 .000162	 .375241	 .011271	 .015977	 3.22372	 .002065	 .000113	 6.00000	 .016736	 .039022	 .017014	 .009663	 .034831	 .031905	 .022531	 .010470	 .006700	 .016498	 .374302	 96.9956	 64.5403	 138.197	 .992486	 6.68915	 4.22645	 .206628	 10.6684	 764.245	 53.1955	 76.7514	 10.8825	 3225.80	 .597590	 .000308	 .000474	 .000046	 .139802	 .002942	 .005856	 .825957	 .002251	 .000110	9.108028E-02	1.706476E-04	7.250207E-05	2.919449E-05	6.996284E-02	2.206885E-03	2.883891E-03	0.2144297	2.999555E-04	5.50547E-06	 90.7622	 37.8387
102	 20.3478	 .018350	 .000000	 .005314	 8.44641	 .249510	 .339774	 29.8394	 .032073	 .002062	 45.4418	 104.722	 43.5312	 .030610	 .000000	 .007767	 10.8663	 .317508	 .438729	 49.4827	 .044876	 .002779	 .000008	 104.722	 14.6202	 .007731	 .000000	 .002063	 3.05210	 .085763	 .124808	 24.7754	 .016149	 .001810	 57.3140	 34.2521	 .018112	 .000000	 .002416	 7.15044	 .200926	 .292400	 58.0437	 .037833	 .002120	 .000000	 100.000	 6.00000	0	 1.53054	 .000809	 .000000	 .000216	 .319513	 .008978	 .013066	 2.59365	 .001691	 .000189	 6.00000	 .026045	 .037270	 .027164	 .010205	 .033873	 .033015	 .023308	 .009482	 .007027	 .014829	 .297496	 99.9992	 -167.80	 91.0934	 .981145	 7.13713	 4.36678	 .210095	 11.2788	 341.068	 53.1989	 76.7993	 10.8825	 3273.82	 .960806	 .000284	 -.00030	 .000073	 .142572	 .002809	 .005736	 .797999	 .002204	 .000221	0.146439	1.574812E-04	1E-10	4.651946E-05	7.134929E-02	2.107444E-03	2.824782E-03	0.2071716	2.93662E-04	1.109486E-05	 104.722	 45.4418
103	 18.3848	 .039726	 .000000	 .007889	 8.09437	 .262288	 .316741	 29.3301	 .025553	 .005132	 42.7798	 99.2464	 39.3316	 .066265	 .000000	 .011531	 10.4134	 .333768	 .408988	 48.6382	 .035754	 .006918	 .000004	 99.2464	 13.9509	 .017675	 .000000	 .003234	 3.08899	 .095214	 .122875	 25.7189	 .013588	 .004758	 56.9839	 32.4348	 .041094	 .000000	 .003759	 7.18168	 .221365	 .285676	 59.7945	 .031591	 .005530	 .000000	 100.000	 6.00000	0	 1.46893	 .001861	 .000000	 .000340	 .325249	 .010025	 .012938	 2.70801	 .001431	 .000501	 6.00000	 .023441	 .035800	 .025302	 .009945	 .033359	 .031862	 .022724	 .009447	 .007015	 .015134	 .313247	 46.7901	 -44.537	 60.0008	 1.00215	 6.65064	 4.54646	 .211823	 13.9002	 140.971	 53.2288	 76.8247	 10.8825	 3313.06	 .862508	 .000615	 -.00101	 .000108	 .136688	 .002954	 .005350	 .784876	 .001757	 .000551	0.131457	3.411233E-04	1E-10	6.911528E-05	6.840432E-02	2.215921E-03	2.63431E-03	0.2037647	2.341084E-04	2.765961E-05	 99.2464	 42.7798
104	 .321128	 .000000	 .000000	 .000000	 .089328	 .000000	 .000000	 .052502	 .190472	 .000000	 .502071	 1.15550	 .687008	 .000000	 .000000	 .000000	 .114920	 .000000	 .000000	 .087065	 .266509	 .000000	  .00000	 1.15550	 22.2771	 .000000	 .000001	 .000000	 3.11642	 .000000	 .000000	 4.20874	 9.25921	 .000002	 61.1385	 57.3244	 .000001	 .000001	 .000001	 8.01932	 .000001	 .000001	 10.8301	 23.8262	 .000002	 .000000	 100.000	 6.00000	0	 2.18622	 .000000	 .000000	 .000000	 .305839	 .000000	 .000000	 .413037	 .908678	 .000000	 6.00000	 .034431	 .071479	 .032791	 .035863	 .058004	 .054573	 .062093	 .013939	 .010823	 .026527	 5.49980	 -151.52	 -35.634	 -1.1976	 32.0105	 -100.74	 -2.8028	 13.5420	 3.25392	 -21.457	 52.3694	 76.7546	 10.8825	 4175.31	 .017334	 -.00033	 -.00200	 -.01648	 .001506	 -.00029	 -.01471	 .001310	 .013243	 -.00528	2.641929E-03	1E-10	1E-10	1E-10	7.535961E-04	1E-10	1E-10	3.400173E-04	1.76478E-03	1E-10	 1.15550	 .502071
105	 .333380	 .000000	 .000000	 .000000	 .055152	 .000000	 .000000	 .127963	 .219856	 .000000	 .567645	 1.30400	 .713219	 .000000	 .000000	 .000000	 .070953	 .000000	 .000000	 .212201	 .307623	 .000000	 .000000	 1.30400	 20.0894	 .000000	 .000001	 .000000	 1.67140	 .000000	 .000000	 8.91057	 9.28388	 .000001	 60.0447	 50.2798	 .000001	 .000001	 .000000	 4.18318	 .000001	 .000001	 22.3014	 23.2357	 .000002	 .000000	 100.000	 6.00000	0	 2.00745	 .000000	 .000000	 .000000	 .167016	 .000000	 .000000	 .890394	 .927697	 .000000	 6.00000	 .037587	 .068893	 .036452	 .036289	 .057549	 .057319	 .062757	 .010973	 .010765	 .021608	 5.73377	 -155.94	 -33.310	 -1.1978	 50.6203	 -98.485	 -2.8401	 5.19193	 2.88116	 -40.754	 52.3528	 76.7768	 10.8825	 4203.03	 .017608	 -.00031	 -.00231	 -.01643	 .000925	 -.00031	 -.01464	 .003299	 .015203	 -.00243	2.683634E-03	1E-10	1E-10	1E-10	4.627522E-04	1E-10	1E-10	8.565947E-04	2.026067E-03	1E-10	 1.30400	 .567645
106	 .197764	 .000000	 .000000	 .000000	 .000000	 .000000	 .000000	 .007016	 .106108	 .000000	 .272301	 .583189	 .423088	 .000000	 .000000	 .000000	 .000000	 .000000	 .000000	 .011634	 .148467	 .000000	  .00000	 .583189	 26.0828	 .000001	 .000002	 .000001	 .000001	 .000001	 .000001	 1.06922	 9.80658	 .000003	 63.0414	 70.5730	 .000003	 .000002	 .000001	 .000002	 .000002	 .000002	 2.89301	 26.5340	 .000004	 .000000	 100.000	 6.00000	0	 2.48245	 .000000	 .000000	 .000000	 .000000	 .000000	 .000000	 .101763	 .933347	 .000000	 6.00000	 .028869	 .068643	 .025618	 .036955	 .059829	 .055632	 .064309	 .013901	 .010609	 .024717	 7.39375	 -1009.9	 -215.46	 -1.2163	 -220.70	 -75.780	 -2.7131	 94.4209	 5.33245	 -18.489	 51.2413	 76.7037	 10.8825	 5316.94	 .011143	 -.00005	 -.00028	 -.01621	 -.00021	 -.00039	 -.01550	 .000184	 .007269	 -.00604	1.698322E-03	1E-10	1E-10	1E-10	1E-10	1E-10	1E-10	4.774094E-05	9.687491E-04	1E-10	 .583189	 .272301
107	 14.5671	 .048887	 .014165	 .009350	 7.81915	 .271488	 .111384	 33.4052	 .114038	 .009769	 41.0329	 97.4034	 31.1642	 .081546	 .026765	 .013665	 10.0593	 .345475	 .143823	 55.3959	 .159562	 .013169	 .000008	 97.4034	 11.2525	 .022142	 .011390	 .003901	 3.03757	 .100324	 .043986	 29.8184	 .061729	 .009219	 55.6388	 25.3726	 .049927	 .012841	 .004398	 6.84924	 .226215	 .099182	 67.2360	 .139189	 .010394	 .000000	 100.000	 6.00000	0	 1.21345	 .002388	 .001228	 .000421	 .327566	 .010819	 .004743	 3.21557	 .006657	 .000994	 6.00000	 .020439	 .043959	 .020572	 .009716	 .035117	 .030287	 .021373	 .011107	 .006892	 .017663	 .356123	 45.9274	 69.8175	 49.5783	 1.02229	 6.22117	 10.3956	 .197621	 3.72539	 86.8713	 62.0852	 80.4403	 10.8990	 .000000	 .665496	 .000757	 .000528	 .000128	 .132039	 .003058	 .001881	 .902479	 .007845	 .001067	0.10143	4.197047E-04	8.081257E-05	8.189795E-05	6.607802E-02	2.293705E-03	9.263808E-04	0.2342961	1.045478E-03	5.350527E-05	 97.4034	 41.0329
108	 18.4255	 .010720	 .019884	 .003260	 7.83761	 .250499	 .116544	 31.9739	 .068025	 .004128	 44.4443	 103.154	 39.4188	 .017882	 .037570	 .004765	 10.0831	 .318766	 .150485	 53.0223	 .095180	 .005564	  .00000	 103.154	 13.3914	 .004568	 .015042	 .001280	 2.86470	 .087094	 .043302	 26.8532	 .034645	 .003665	 56.7011	 30.9350	 .010553	 .017375	 .001478	 6.61764	 .201193	 .100031	 62.0325	 .080031	 .004233	 .000000	 100.000	 6.00000	0	 1.41705	 .000483	 .001592	 .000135	 .303137	 .009216	 .004582	 2.84155	 .003666	 .000388	 6.00000	 .022483	 .038713	 .023861	 .009905	 .035097	 .031672	 .022872	 .010329	 .006947	 .016004	 .313386	 174.378	 57.7054	 143.815	 1.02182	 6.89292	 10.5218	 .202094	 5.73229	 184.597	 62.0752	 80.4849	 10.8990	 45.7092	 .858954	 .000166	 .000763	 .000044	 .132176	 .002819	 .001966	 .862733	 .004670	 .000449	0.1309154	9.184102E-05	1.167858E-04	2.846437E-05	6.614661E-02	2.114495E-03	9.680542E-04	0.2239774	6.223142E-04	2.252608E-05	 103.154	 44.4443
109	 24.0470	 .048845	 1.77524	 .881890	 2.27146	 .025503	 .069982	 10.2366	 15.0589	 .763526	 43.1110	 98.2900	 51.4452	 .081476	 3.35428	 1.28895	 2.92223	 .032453	 .090363	 16.9754	 21.0705	 1.02922	 .000000	 98.2900	 18.9974	 .022626	 1.45984	 .376328	 .902461	 .009638	 .028264	 9.34510	 8.33659	 .736898	 59.7848	 48.8006	 .058122	 1.87502	 .483357	 2.31824	 .024759	 .072605	 24.0057	 21.4151	 .946474	 .000000	 100.000	 6.00000	0	 1.90658	 .002271	 .146510	 .037768	 .090571	 .000967	 .002837	 .937873	 .836660	 .073955	 6.00000	 .020832	 .043580	 .021658	 .010480	 .035900	 .033453	 .023435	 .010062	 .007341	 .015817	 .258380	 45.7332	 1.24662	 .978171	 2.00721	 62.7792	 17.0702	 .365648	 .209800	 2.18459	 62.6724	 80.8481	 10.8990	 744.682	 1.25200	 .000733	 .080969	 .011584	 .038023	 .000287	 .001170	 .266259	 1.03957	 .078862	0.1908205	4.066227E-04	1.238651E-02	7.422634E-03	1.902832E-02	2.154638E-04	5.763037E-04	6.912456E-02	0.138537	3.956405E-03	 98.2900	 43.1110
110	 24.4312	 .773761	 5.26288	 .323068	 4.15796	 .002993	 .089439	 6.64351	 14.1371	 .638924	 44.6405	 101.101	 52.2670	 1.29068	 9.94411	 .472187	 5.34920	 .003809	 .115487	 11.0169	 19.7807	 .861255	 .000004	 101.101	 18.8802	 .350610	 4.23352	 .134858	 1.61597	 .001107	 .035335	 5.93274	 7.65571	 .603203	 60.5567	 51.0863	 .948685	 5.72756	 .182450	 4.37251	 .002994	 .095611	 16.0529	 20.7149	 .816076	 .000000	 100.000	 6.00000	0	 1.87067	 .034739	 .419460	 .013362	 .160111	 .000110	 .003501	 .587820	 .758533	 .059766	 6.00000	 .025689	 .039870	 .025902	 .010345	 .034000	 .034983	 .024537	 .009023	 .007292	 .014207	 .258299	 5.11295	 .673924	 2.00469	 1.42778	 551.878	 14.1472	 .456884	 .216170	 2.39773	 62.7321	 80.7908	 10.8990	 827.429	 1.26756	 .011675	 .247284	 .004278	 .069853	 .000034	 .001500	 .171074	 .979357	 .064727	0.1931918	6.47666E-03	3.782928E-02	2.740926E-03	0.0349572	2.534752E-05	7.388629E-04	4.441313E-02	0.130513	3.24728E-03	 101.101	 44.6405
159	 21.0732	 .000000	 .000000	 .000000	 7.46251	 .250324	 .105732	 27.3556	 .050697	 .000000	 44.2754	 100.573	 45.0831	 .000000	 .000000	 .000000	 9.60050	 .318543	 .136525	 45.3639	 .070935	 .000000	 .000004	 100.573	 15.6834	 .000000	 .000000	 .000000	 2.79308	 .089123	 .040228	 23.5261	 .026439	 .000000	 57.8417	 37.2011	 .000000	 .000000	 .000000	 6.62523	 .211400	 .095422	 55.8042	 .062714	 .000000	 .000000	 100.000	 6.00000	0	 1.62686	 .000000	 .000000	 .000000	 .289731	 .009245	 .004173	 2.44040	 .002743	 .000000	 6.00000	 .028452	 .040902	 .029301	 .010201	 .036740	 .033809	 .022884	 .008720	 .007258	 .013491	 .291020	 -136.53	 -1639.4	 -240.64	 1.04788	 7.24339	 11.4737	 .218233	 7.64747	 -105.13	 83.0379	 79.1468	 10.9140	 .000000	 1.00476	 -.00021	 -.00003	 -.00003	 .125765	 .002815	 .001782	 .734699	 .003475	 -.00064	0.153138	1E-10	1E-10	1E-10	6.293826E-02	2.111902E-03	8.776055E-04	0.1907379	4.630917E-04	1E-10	 100.573	 44.2754
160	 17.9679	 .012184	 .019769	 .006023	 7.38353	 .279163	 .109738	 30.7705	 .077462	 .013808	 43.0157	 99.6557	 38.4397	 .020323	 .037353	 .008804	 9.49888	 .355242	 .141698	 51.0267	 .108385	 .018613	 -.00001	 99.6557	 13.5057	 .005370	 .015467	 .002446	 2.79110	 .100382	 .042169	 26.7270	 .040801	 .012680	 56.7569	 31.2432	 .012422	 .017891	 .002829	 6.45672	 .232217	 .097552	 61.8282	 .094386	 .014666	 .000000	 100.000	 6.00000	0	 1.42775	 .000568	 .001635	 .000259	 .295059	 .010612	 .004458	 2.82542	 .004313	 .001340	 6.00000	 .021535	 .041873	 .022853	 .009918	 .036342	 .030710	 .022279	 .009918	 .006938	 .015336	 .315944	 165.830	 55.6708	 78.1967	 1.05285	 6.13067	 10.8679	 .205281	 5.12637	 54.2235	 83.0014	 79.1276	 10.9140	 41.2389	 .838457	 .000188	 .000760	 .000082	 .124505	 .003141	 .001851	 .830887	 .005316	 .001504	0.1277913	1.043205E-04	1.162872E-04	5.254088E-05	6.230781E-02	2.356088E-03	9.113718E-04	0.2157096	7.08397E-04	7.54443E-05	 99.6557	 43.0157
161	 20.1265	 .000000	 .007814	 .005075	 7.54790	 .211972	 .116456	 29.6089	 .072937	 .001166	 44.7159	 102.415	 43.0579	 .000000	 .014765	 .007417	 9.71036	 .269740	 .150372	 49.1005	 .102053	 .001572	  .00000	 102.415	 14.7065	 .000000	 .005943	 .002003	 2.77368	 .074096	 .043503	 25.0010	 .037346	 .001041	 57.3550	 34.4894	 .000000	 .006969	 .002349	 6.50479	 .173770	 .102022	 58.6319	 .087584	 .001221	 .000000	 100.000	 6.00000	0	 1.53847	 .000000	 .000622	 .000210	 .290159	 .007751	 .004551	 2.61539	 .003907	 .000109	 6.00000	 .027060	 .045010	 .028313	 .010007	 .033295	 .033397	 .023336	 .009635	 .007244	 .015700	 .298713	 -49.851	 171.743	 93.5345	 1.03694	 8.32128	 10.6877	 .209416	 5.55909	 636.554	 82.9617	 79.1054	 10.9140	 86.7281	 .950389	 -.00061	 .000306	 .000069	 .127187	 .002384	 .001963	 .797974	 .005001	 .000126	0.1448512	1E-10	4.674996E-05	4.422641E-05	6.364959E-02	1.788402E-03	9.665804E-04	0.2071649	6.664808E-04	6.345506E-06	 102.415	 44.7159
162	 21.4007	 .666747	 2.74492	 .218082	 4.98573	 .011589	 .158594	 9.61451	 13.8534	 .635236	 40.9290	 95.2185	 45.7837	 1.11217	 5.18647	 .318743	 6.41413	 .014748	 .204783	 15.9438	 19.3837	 .856284	 .000000	 95.2185	 17.7158	 .323629	 2.36525	 .097515	 2.07563	 .004590	 .067117	 9.19715	 8.03617	 .642418	 59.4748	 45.4569	 .830400	 3.03450	 .125107	 5.32588	 .011776	 .172217	 23.5990	 20.6200	 .824191	 .000000	 100.000	 6.00000	0	 1.78722	 .032649	 .238613	 .009838	 .209397	 .000463	 .006771	 .927837	 .810714	 .064809	 6.00000	 .020863	 .039835	 .020957	 .010341	 .034470	 .032452	 .023345	 .010776	 .007122	 .017073	 .275170	 5.58941	 .960848	 2.74757	 1.29254	 132.969	 8.15858	 .380088	 .217423	 2.50792	 82.2349	 80.3188	 10.9140	 1501.15	 1.10024	 .010080	 .124013	 .002900	 .083900	 .000131	 .002665	 .245684	 .962296	 .063885	0.1676906	0.005592	1.897141E-02	1.858082E-03	0.0419873	9.824638E-05	1.312146E-03	6.378285E-02	0.1282394	3.205025E-03	 95.2185	 40.9290
163	 22.5787	 .752287	 3.83746	 .115476	 5.99214	 .000003	 .176434	 6.71846	 14.2187	 .719096	 41.8117	 96.9204	 48.3039	 1.25486	 7.25082	 .168776	 7.70887	 .000004	 .227818	 11.1412	 19.8948	 .969325	 .000004	 96.9204	 18.4797	 .361021	 3.26930	 .051051	 2.46642	 .000001	 .073824	 6.35418	 8.15486	 .719007	 60.0707	 48.7466	 .952321	 4.31197	 .067333	 6.50605	 .000003	 .194735	 16.7614	 21.5113	 .948317	 .000000	 100.000	 6.00000	0	 1.84579	 .036060	 .326546	 .005099	 .246352	 .000000	 .007374	 .634670	 .814526	 .071816	 6.00000	 .023409	 .036342	 .023779	 .010281	 .033771	 .036167	 .024742	 .009549	 .007310	 .015191	 .267495	 5.07974	 .799932	 4.73471	 1.17050	 627687.	 7.76064	 .457686	 .214456	 2.27963	 82.2218	 80.2934	 10.9140	 1529.72	 1.17090	 .011396	 .177488	 .001541	 .101007	 .000000	 .002969	 .169802	 .989454	 .071168	0.1784594	6.321971E-03	2.715192E-02	9.875755E-04	0.0505484	2.344141E-08	1.461993E-03	4.408283E-02	0.1318586	3.570439E-03	 96.9204	 41.8117
164	 20.2564	 .790981	 3.93343	 .138581	 5.88493	 .000000	 .116864	 7.36584	 14.5144	 .850065	 39.8294	 93.6809	 43.3358	 1.31940	 7.43214	 .202547	 7.57095	 .000000	 .150899	 12.2148	 20.3085	 1.14587	  .00000	 93.6809	 17.2329	 .394562	 3.48323	 .063682	 2.51783	 .000000	 .050827	 7.24121	 8.65275	 .883482	 59.4796	 44.9883	 1.03005	 4.54667	 .083125	 6.57307	 .000000	 .132689	 18.9040	 22.5890	 1.15321	 .000000	 100.000	 6.00000	0	 1.73837	 .039801	 .351370	 .006424	 .253986	 .000000	 .005127	 .730456	 .872846	 .089121	 6.00000	 .020256	 .046059	 .021079	 .010597	 .037711	 .032999	 .023781	 .010342	 .007474	 .015886	 .282799	 5.20977	 .781628	 4.12234	 1.18887	 -193.42	 10.8145	 .437945	 .212081	 2.08194	 82.4209	 80.5038	 10.9140	 1819.39	 1.04139	 .011981	 .179870	 .001850	 .099257	 -.00009	 .001967	 .185692	 1.01191	 .084087	0.1587212	6.646782E-03	2.751641E-02	1.185522E-03	4.967246E-02	1E-10	9.688379E-04	4.820821E-02	0.1348516	4.218568E-03	 93.6809	 39.8294
165	 21.4557	 .725076	 3.50341	 .226666	 7.21790	 .020740	 .146253	 7.66360	 12.9547	 .562640	 40.6794	 95.1560	 45.9014	 1.20947	 6.61963	 .331288	 9.28581	 .026392	 .188847	 12.7085	 18.1262	 .758426	 .000004	 95.1560	 17.9706	 .356088	 3.05441	 .102548	 3.04033	 .008310	 .062624	 7.41732	 7.60342	 .575707	 59.8087	 46.8900	 .929127	 3.98487	 .133787	 7.93302	 .021683	 .163402	 19.3537	 19.8393	 .751085	 .000000	 100.000	 6.00000	0	 1.80281	 .035723	 .306418	 .010288	 .305006	 .000834	 .006282	 .744105	 .762774	 .057755	 6.00000	 .024157	 .035245	 .024555	 .010062	 .034943	 .035798	 .025975	 .010072	 .007045	 .015207	 .275935	 5.15039	 .851771	 2.60927	 1.06202	 82.2385	 9.48550	 .429576	 .224433	 2.65480	 82.4505	 80.5006	 10.9140	 1849.16	 1.10394	 .011038	 .159615	 .003046	 .121947	 .000235	 .002467	 .192531	 .903239	 .055141	0.168254	6.123367E-03	2.441783E-02	1.951468E-03	6.102759E-02	1.762509E-04	1.214905E-03	4.998373E-02	0.1203692	2.766376E-03	 95.1560	 40.6794
166	 22.2959	 .272650	 9.94033	 .000000	 2.20136	 .005067	 .049689	 2.67441	 6.16684	 7.69962	 41.9751	 93.2809	 47.6988	 .454797	 18.7821	 .000000	 2.83204	 .006448	 .064160	 4.43498	 8.62865	 10.3789	  .00000	 93.2809	 17.9173	 .128472	 8.31503	 .000000	 .889667	 .001948	 .020414	 2.48353	 3.47274	 7.55906	 59.2119	 54.5409	 .391073	 12.6556	 .000000	 2.70818	 .005929	 .062140	 7.55997	 10.5712	 11.5050	 .000000	 100.000	 6.00000	0	 1.81558	 .013018	 .842571	 .000000	 .090151	 .000197	 .002069	 .251659	 .351896	 .765968	 6.00000	 .021717	 .042339	 .021460	 .010408	 .034618	 .030206	 .021726	 .011528	 .007037	 .015996	 .272803	 10.5074	 .467265	 -69.358	 2.02482	 282.069	 21.9923	 .749486	 .330091	 .603610	 83.0777	 80.6981	 10.9140	 2506.72	 1.11945	 .004134	 .473060	 -.00009	 .036955	 .000057	 .000834	 .066852	 .423380	 .843234	0.1706186	2.293157E-03	7.236834E-02	1E-10	1.849381E-02	4.282653E-05	4.106119E-04	0.0173558	5.642124E-02	4.230413E-02	 93.2809	 41.9751
167	 21.7930	 .957715	 2.95960	 .059632	 5.38960	 .000000	 .105914	 8.64259	 15.7244	 .505823	 41.8475	 97.9857	 46.6230	 1.59753	 5.59210	 .087156	 6.93370	 .000000	 .136760	 14.3320	 22.0017	 .681838	 .000008	 97.9857	 17.6728	 .455385	 2.49825	 .026121	 2.19803	 .000000	 .043909	 8.09890	 8.93563	 .501115	 59.5699	 45.4110	 1.17013	 3.20969	 .033559	 5.64795	 .000000	 .112827	 20.8105	 22.9605	 .643819	 .000000	 100.000	 6.00000	0	 1.78004	 .045867	 .251629	 .002631	 .221390	 .000000	 .004423	 .815737	 .900015	 .050473	 6.00000	 .021082	 .050015	 .021703	 .010714	 .036649	 .032628	 .023057	 .010677	 .007535	 .017148	 .271829	 4.72159	 .921198	 9.00362	 1.24415	 -119.65	 11.5265	 .402194	 .203739	 2.91493	 82.2316	 80.9337	 10.9140	 3385.01	 1.12681	 .014462	 .134884	 .000793	 .090749	 -.00014	 .001780	 .219603	 1.09484	 .050316	0.1717392	8.022985E-03	2.063452E-02	5.080258E-04	4.541455E-02	1E-10	8.764332E-04	0.0570119	0.1459026	2.524287E-03	 97.9857	 41.8475
