"Un    2  CK-5_AOI_1 (TKCS): "	 40	 15	 25	 10
"    LINE"	"  Si AT%"	"  Ti AT%"	"  Al AT%"	"  Fe AT%"	"  Mg AT%"	"  Ca AT%"	"  Na AT%"	"  Cr AT%"	"  Mn AT%"	"  Ni AT%"	"   O AT%"	"  Si WT%"	"  Ti WT%"	"  Al WT%"	"  Fe WT%"	"  Mg WT%"	"  Ca WT%"	"  Na WT%"	"  Cr WT%"	"  Mn WT%"	"  Ni WT%"	"   O WT%"	"    SiO2"	"    TiO2"	"   Al2O3"	"     FeO"	"     MgO"	"     CaO"	"    Na2O"	"   Cr2O3"	"     MnO"	"     NiO"	"       O"	"   TOTAL"	"Si CDL99"	"Ti CDL99"	"Al CDL99"	"Fe CDL99"	"Mg CDL99"	"Ca CDL99"	"Na CDL99"	"Cr CDL99"	"Mn CDL99"	"Ni CDL99"	"Si %ERR "	"Ti %ERR "	"Al %ERR "	"Fe %ERR "	"Mg %ERR "	"Ca %ERR "	"Na %ERR "	"Cr %ERR "	"Mn %ERR "	"Ni %ERR "	"Si K-RAW"	"Ti K-RAW"	"Al K-RAW"	"Fe K-RAW"	"Mg K-RAW"	"Ca K-RAW"	"Na K-RAW"	"Cr K-RAW"	"Mn K-RAW"	"Ni K-RAW"	"Si ONCNT"	"Ti ONCNT"	"Al ONCNT"	"Fe ONCNT"	"Mg ONCNT"	"Ca ONCNT"	"Na ONCNT"	"Cr ONCNT"	"Mn ONCNT"	"Ni ONCNT"	"Si OFCNT"	"Ti OFCNT"	"Al OFCNT"	"Fe OFCNT"	"Mg OFCNT"	"Ca OFCNT"	"Na OFCNT"	"Cr OFCNT"	"Mn OFCNT"	"Ni OFCNT"	"Si NECNT"	"Ti NECNT"	"Al NECNT"	"Fe NECNT"	"Mg NECNT"	"Ca NECNT"	"Na NECNT"	"Cr NECNT"	"Mn NECNT"	"Ni NECNT"	"Si ONTIM"	"Ti ONTIM"	"Al ONTIM"	"Fe ONTIM"	"Mg ONTIM"	"Ca ONTIM"	"Na ONTIM"	"Cr ONTIM"	"Mn ONTIM"	"Ni ONTIM"	"Si HITIM"	"Ti HITIM"	"Al HITIM"	"Fe HITIM"	"Mg HITIM"	"Ca HITIM"	"Na HITIM"	"Cr HITIM"	"Mn HITIM"	"Ni HITIM"	"Si LOTIM"	"Ti LOTIM"	"Al LOTIM"	"Fe LOTIM"	"Mg LOTIM"	"Ca LOTIM"	"Na LOTIM"	"Cr LOTIM"	"Mn LOTIM"	"Ni LOTIM"	"Si DETIM"	"Ti DETIM"	"Al DETIM"	"Fe DETIM"	"Mg DETIM"	"Ca DETIM"	"Na DETIM"	"Cr DETIM"	"Mn DETIM"	"Ni DETIM"	" BEAMCUR"	"   X-POS"	"   Y-POS"	"   Z-POS"	" RELDIST"	"Si STDCT"	"Ti STDCT"	"Al STDCT"	"Fe STDCT"	"Mg STDCT"	"Ca STDCT"	"Na STDCT"	"Cr STDCT"	"Mn STDCT"	"Ni STDCT"
     426	 18.6767	 .074763	 2.73951	 1.26374	 8.52861	 7.52773	 .952054	 .295570	 .028477	 .016412	 59.8965	 24.0043	 .163880	 3.38257	 3.22967	 9.48580	 13.8068	 1.00161	 .703284	 .071594	 .044093	 43.8552	 51.3538	 .273361	 6.39130	 4.15496	 15.7303	 19.3184	 1.35015	 1.02790	 .092444	 .056110	 .000004	 99.7488	 .023556	 .049466	 .025188	 .037655	 .010597	 .007757	 .015226	 .011183	 .025912	 .036796	 .277679	 17.7080	 .925722	 1.79996	 .415980	 .235863	 1.99835	 1.22760	 18.4044	 40.3343	 1.24010	 .002468	 .155071	 .054163	 .245665	 .953746	 .103114	 .009282	 .001199	 .000497	 6624.51	 8.42157	 723.321	 175.231	 2899.04	 8970.44	 151.083	 672.083	 41.7183	 66.3502	 93.2231	 4.01491	 56.0296	 8.56830	 23.4193	 56.9126	 10.3820	 154.014	 31.4351	 60.1792	 6531.28	 4.40666	 667.292	 166.662	 2875.62	 8913.53	 140.701	 518.069	 10.2832	 6.17093	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	1.57E-06	1.42E-06	1.57E-06	1.42E-06	1.49E-06	1.66E-06	1.49E-06	1.66E-06	1.48E-06	1.48E-06	 25.5300	 48.7085	 51.0888	 10.9745	 .000000	 5266.76	 1785.29	 4303.14	 3077.06	 11705.5	 9345.81	 1364.51	 55813.8	 8572.99	 12415.6
     427	 18.6568	 .095855	 2.78585	 1.26322	 8.52506	 7.46943	 .942725	 .293188	 .039124	 .018272	 59.9104	 24.0906	 .211091	 3.45581	 3.24338	 9.52603	 13.7637	 .996420	 .700865	 .098817	 .049318	 44.0698	 51.5383	 .352113	 6.52970	 4.17260	 15.7970	 19.2581	 1.34315	 1.02437	 .127597	 .062759	 .000004	 100.206	 .023831	 .042638	 .024318	 .041132	 .010269	 .007874	 .015289	 .011251	 .025534	 .036146	 .277255	 13.2992	 .909897	 1.81147	 .414788	 .236225	 2.00526	 1.23308	 13.5221	 35.5611	 1.24408	 .003180	 .158435	 .054398	 .246719	 .950866	 .102568	 .009251	 .001656	 .000556	 6647.71	 8.66299	 734.027	 177.610	 2910.05	 8945.24	 150.387	 672.310	 44.7368	 65.0025	 95.3816	 2.98553	 52.2523	 10.2292	 22.0036	 58.6688	 10.4647	 155.964	 30.5418	 58.1000	 6552.33	 5.67747	 681.775	 167.381	 2888.05	 8886.57	 139.922	 516.346	 14.1950	 6.90244	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	1.57E-06	1.42E-06	1.57E-06	1.42E-06	1.49E-06	1.66E-06	1.49E-06	1.66E-06	1.48E-06	1.48E-06	 25.5400	 48.6962	 51.0808	 10.9745	 14.6713	 5266.81	 1785.25	 4303.18	 3076.97	 11705.8	 9345.77	 1364.19	 55814.0	 8573.17	 12415.4
     428	 18.6508	 .114949	 2.75706	 1.30417	 8.50535	 7.49678	 .919229	 .286403	 .034564	 .016730	 59.9139	 24.1058	 .253381	 3.42336	 3.35172	 9.51306	 13.8272	 .972513	 .685299	 .087383	 .045201	 44.1144	 51.5708	 .422655	 6.46838	 4.31198	 15.7755	 19.3471	 1.31093	 1.00162	 .112832	 .057519	 .000000	 100.379	 .023687	 .044089	 .024356	 .038344	 .010459	 .007803	 .015812	 .011158	 .025680	 .036270	 .277335	 11.7993	 .915760	 1.76786	 .415710	 .235831	 2.04544	 1.24898	 15.1980	 38.8377	 1.24516	 .003818	 .156923	 .056223	 .246210	 .955531	 .099968	 .009049	 .001464	 .000510	 6652.18	 10.0031	 727.580	 181.866	 2904.94	 8987.68	 147.478	 658.279	 43.3980	 64.7312	 94.1037	 3.18723	 52.3031	 8.87509	 22.7552	 57.5531	 11.1356	 153.224	 30.8439	 58.4044	 6558.08	 6.81586	 675.277	 172.991	 2882.18	 8930.13	 136.343	 505.055	 12.5541	 6.32684	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	1.57E-06	1.42E-06	1.57E-06	1.42E-06	1.49E-06	1.66E-06	1.49E-06	1.66E-06	1.48E-06	1.48E-06	 25.4925	 48.6861	 51.0946	 10.9745	 31.7745	 5266.87	 1785.21	 4303.23	 3076.87	 11706.2	 9345.73	 1363.86	 55814.1	 8573.34	 12415.2
     429	 13.8283	 .001556	 .473137	 3.46757	 24.8644	 .047252	 .000000	 .117620	 .043948	 .093528	 57.0626	 18.4490	 .003540	 .606419	 9.19892	 28.7069	 .089963	 .000000	 .290510	 .114690	 .260835	 43.3695	 39.4690	 .005905	 1.14582	 11.8344	 47.6047	 .125876	 .000000	 .424602	 .148091	 .331919	 .000008	 101.090	 .024953	 .043790	 .026441	 .039200	 .010301	 .007537	 .015954	 .010650	 .025452	 .035860	 .334205	 587.363	 3.00935	 1.03221	 .235205	 4.90595	 -131.64	 2.27782	 11.7873	 7.44589	 .865592	 .000055	 .023600	 .155571	 .761595	 .006198	 -.00060	 .003992	 .001940	 .002941	 4645.11	 3.43476	 145.962	 488.078	 8938.83	 111.257	 11.2367	 373.936	 47.5010	 93.5853	 86.0972	 3.33662	 44.4027	 9.42109	 23.1751	 53.3312	 12.0487	 151.106	 30.8651	 57.0701	 4559.01	 .098137	 101.559	 478.656	 8915.65	 57.9262	 -.81197	 222.831	 16.6359	 36.5152	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	1.57E-06	1.42E-06	1.57E-06	1.42E-06	1.49E-06	1.66E-06	1.49E-06	1.66E-06	1.48E-06	1.48E-06	 25.4750	 48.2531	 51.4474	 10.9745	 590.304	 5266.93	 1785.17	 4303.27	 3076.77	 11706.6	 9345.68	 1363.53	 55814.3	 8573.52	 12415.0
     430	 1.71276	 .056266	 19.6694	 4.82791	 12.8444	 .009590	 .013897	 3.94683	 .047643	 .086206	 56.7851	 2.09558	 .117408	 23.1197	 11.7456	 13.5996	 .016743	 .013918	 8.93994	 .114021	 .220477	 39.5796	 4.48319	 .195844	 43.6842	 15.1107	 22.5523	 .023427	 .018761	 13.0664	 .147228	 .280563	 -.00001	 99.5625	 .027407	 .043284	 .027960	 .042105	 .011685	 .007539	 .016633	 .011075	 .026432	 .038279	 1.18734	 21.0924	 .345241	 .903584	 .354005	 22.2350	 58.6851	 .270112	 12.1788	 9.08612	 .090423	 .001923	 .982875	 .202294	 .338689	 .001197	 .001330	 .126328	 .001979	 .002537	 564.161	 7.06167	 4288.91	 633.672	 3991.30	 68.6624	 12.4561	 7223.78	 52.0343	 99.2204	 87.9051	 3.62889	 59.2826	 11.2791	 26.2966	 57.4768	 10.6425	 172.880	 35.0646	 67.7296	 476.256	 3.43277	 4229.62	 622.393	 3965.00	 11.1856	 1.81357	 7050.90	 16.9697	 31.4909	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	1.57E-06	1.42E-06	1.57E-06	1.42E-06	1.49E-06	1.66E-06	1.49E-06	1.66E-06	1.48E-06	1.48E-06	 25.4900	 48.2369	 51.4415	 10.9745	 607.545	 5266.99	 1785.13	 4303.32	 3076.67	 11706.9	 9345.64	 1363.21	 55814.4	 8573.70	 12414.8
     431	 14.1642	 .003092	 .000000	 3.48332	 25.0828	 .043162	 .000953	 .008777	 .048794	 .079389	 57.0856	 19.0366	 .007088	 .000000	 9.30897	 29.1729	 .082783	 .001048	 .021839	 .128276	 .223039	 43.7074	 40.7261	 .011823	 .000000	 11.9760	 48.3775	 .115830	 .001413	 .031920	 .165634	 .283823	 -.00001	 101.690	 .024595	 .041175	 .027332	 .036572	 .010134	 .007244	 .016227	 .010587	 .024282	 .036604	 .328194	 278.385	 -62.434	 1.02355	 .233127	 5.12122	 731.976	 23.4839	 10.2962	 8.69333	 .895578	 .000110	 -.00079	 .157354	 .774852	 .005699	 .000111	 .000300	 .002169	 .002514	 4801.17	 3.13973	 43.9101	 492.305	 9093.90	 102.451	 12.6572	 166.059	 46.6575	 90.6227	 84.1224	 2.94350	 47.2981	 8.19272	 22.4924	 49.1920	 12.5054	 149.310	 28.0624	 59.4145	 4717.05	 .196235	 -3.3881	 484.112	 9071.41	 53.2591	 .151787	 16.7492	 18.5951	 31.2082	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	1.57E-06	1.42E-06	1.57E-06	1.42E-06	1.49E-06	1.66E-06	1.49E-06	1.66E-06	1.48E-06	1.48E-06	 25.4800	 48.2063	 51.4709	 10.9745	 649.980	 5267.05	 1785.10	 4303.36	 3076.58	 11707.3	 9345.60	 1362.88	 55814.6	 8573.88	 12414.7
     432	 14.2536	 .006997	 .000000	 3.37877	 25.0366	 .041686	 .013653	 .006534	 .054878	 .078800	 57.1285	 19.0515	 .015950	 .000000	 8.97997	 28.9592	 .079513	 .014937	 .016167	 .143479	 .220168	 43.5000	 40.7581	 .026606	 .000000	 11.5527	 48.0230	 .111255	 .020135	 .023630	 .185265	 .280170	 .000004	 100.981	 .024880	 .041525	 .026760	 .040415	 .009939	 .007661	 .015492	 .010632	 .023957	 .036153	 .327985	 127.172	 -347.86	 1.04659	 .233686	 5.49691	 51.1502	 31.6340	 9.24861	 8.70852	 .896914	 .000247	 -.00014	 .151730	 .770559	 .005471	 .001591	 .000222	 .002425	 .002481	 4810.40	 3.43206	 44.8650	 476.795	 9043.15	 106.118	 13.6304	 162.626	 48.1012	 88.7548	 86.2571	 2.99080	 45.4700	 10.0019	 21.7231	 54.9893	 11.4620	 150.245	 27.3104	 57.9572	 4724.14	 .441267	 -.60499	 466.793	 9021.43	 51.1290	 2.16846	 12.3810	 20.7907	 30.7976	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	1.57E-06	1.42E-06	1.57E-06	1.42E-06	1.49E-06	1.66E-06	1.49E-06	1.66E-06	1.48E-06	1.48E-06	 25.4950	 48.1878	 51.4631	 10.9745	 670.056	 5267.11	 1785.06	 4303.40	 3076.48	 11707.6	 9345.55	 1362.56	 55814.7	 8574.05	 12414.5
     433	 18.8187	 .029356	 1.99776	 2.22379	 16.3145	 .406854	 .098753	 .131790	 .036747	 .010030	 59.9317	 25.5784	 .068049	 2.60862	 6.01017	 19.1895	 .789151	 .109871	 .331625	 .097699	 .028497	 46.4056	 54.7213	 .113509	 4.92894	 7.73206	 31.8219	 1.10418	 .148104	 .484694	 .126153	 .036263	 .000008	 101.217	 .023107	 .040559	 .025153	 .039153	 .009870	 .007456	 .013899	 .010767	 .025671	 .036494	 .274920	 32.4440	 1.10798	 1.29377	 .286275	 1.08224	 8.13041	 2.07614	 13.7211	 61.3839	 1.26261	 .001044	 .111651	 .100959	 .514977	 .053957	 .011791	 .004467	 .001642	 .000320	 6732.12	 4.66055	 529.098	 319.860	 6051.13	 555.663	 25.4131	 397.687	 45.0875	 62.6531	 81.7508	 2.79632	 48.6136	 9.27208	 21.7838	 51.4069	 9.35080	 148.386	 31.0062	 58.6785	 6650.37	 1.86423	 480.484	 310.588	 6029.34	 504.256	 16.0623	 249.301	 14.0813	 3.97456	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	1.57E-06	1.42E-06	1.57E-06	1.42E-06	1.49E-06	1.66E-06	1.49E-06	1.66E-06	1.48E-06	1.48E-06	 25.4800	 48.6411	 51.6102	 10.9745	 1146.63	 5267.17	 1785.02	 4303.45	 3076.39	 11708.0	 9345.51	 1362.23	 55814.8	 8574.23	 12414.3
     434	 18.8431	 .011650	 1.95676	 2.17017	 16.3897	 .408285	 .076886	 .141513	 .046330	 .022902	 59.9327	 25.4321	 .026816	 2.53718	 5.82415	 19.1428	 .786375	 .084942	 .353595	 .122313	 .064613	 46.0811	 54.4083	 .044730	 4.79396	 7.49275	 31.7445	 1.10030	 .114500	 .516806	 .157935	 .082222	 .000000	 100.456	 .023618	 .046446	 .024991	 .038030	 .009950	 .007386	 .015302	 .010658	 .024756	 .034918	 .275606	 85.6342	 1.12414	 1.31210	 .286238	 1.08199	 10.5601	 1.96519	 10.8999	 26.5209	 1.25545	 .000411	 .108554	 .097833	 .514167	 .053753	 .009124	 .004760	 .002056	 .000726	 6698.33	 4.40661	 515.212	 309.726	 6042.27	 552.858	 23.7964	 411.176	 46.5172	 62.8242	 85.5837	 3.67217	 48.0519	 8.76428	 22.2191	 50.5154	 11.3705	 145.512	 28.8889	 53.8135	 6612.74	 .734438	 467.160	 300.962	 6020.05	 502.343	 12.4259	 265.663	 17.6283	 9.01075	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	1.57E-06	1.42E-06	1.57E-06	1.42E-06	1.49E-06	1.66E-06	1.49E-06	1.66E-06	1.48E-06	1.48E-06	 25.5300	 48.6268	 51.5966	 10.9745	 1166.36	 5267.22	 1784.98	 4303.49	 3076.29	 11708.4	 9345.47	 1361.90	 55815.0	 8574.41	 12414.1
     435	 18.8011	 .034822	 1.92959	 2.25740	 16.3673	 .405444	 .077949	 .140028	 .038732	 .031759	 59.9159	 25.4810	 .080487	 2.51236	 6.08347	 19.1962	 .784154	 .086475	 .351339	 .102679	 .089976	 46.2599	 54.5129	 .134258	 4.74705	 7.82636	 31.8330	 1.09719	 .116566	 .513507	 .132583	 .114497	 .000004	 101.028	 .023646	 .042590	 .024079	 .038269	 .009746	 .007226	 .014470	 .010705	 .025457	 .034598	 .275522	 29.0591	 1.12458	 1.28317	 .286271	 1.08013	 10.0551	 1.97933	 13.0269	 19.1736	 1.25765	 .001236	 .107401	 .102241	 .514462	 .053634	 .009260	 .004735	 .001727	 .001011	 6710.06	 5.29416	 506.685	 323.387	 6044.88	 549.580	 22.6969	 411.267	 45.3463	 65.3496	 85.6581	 3.08825	 44.4806	 8.87266	 21.1992	 48.3512	 10.0890	 146.978	 30.5406	 52.7981	 6624.41	 2.20591	 462.205	 314.514	 6023.68	 501.229	 12.6079	 264.289	 14.8056	 12.5515	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	1.57E-06	1.42E-06	1.57E-06	1.42E-06	1.49E-06	1.66E-06	1.49E-06	1.66E-06	1.48E-06	1.48E-06	 25.5000	 48.6472	 51.5866	 10.9745	 1189.08	 5267.28	 1784.94	 4303.54	 3076.19	 11708.7	 9345.42	 1361.58	 55815.1	 8574.59	 12413.9
     436	 14.2084	 .012378	 .003008	 3.48200	 25.0005	 .040225	 .009990	 .006011	 .052428	 .074948	 57.1102	 19.0616	 .028321	 .003876	 9.28867	 29.0248	 .077011	 .010971	 .014929	 .137583	 .210183	 43.6474	 40.7796	 .047240	 .007324	 11.9498	 48.1318	 .107754	 .014788	 .021820	 .177652	 .267463	 .000004	 101.505	 .024956	 .040787	 .027004	 .039379	 .010092	 .007537	 .015801	 .010521	 .024818	 .036850	 .327862	 72.3486	 329.554	 1.02691	 .233584	 5.58371	 70.1322	 33.8581	 9.84250	 9.21789	 .897215	 .000439	 .000151	 .157003	 .770789	 .005302	 .001166	 .000205	 .002326	 .002369	 4812.74	 3.67505	 46.9459	 492.462	 9047.55	 102.870	 13.4264	 159.049	 49.2981	 89.6829	 86.8112	 2.89104	 46.2973	 9.50613	 22.3299	 53.3237	 11.8398	 147.600	 29.3526	 60.2756	 4725.93	 .784012	 .648605	 482.956	 9025.22	 49.5460	 1.58655	 11.4488	 19.9455	 29.4072	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	1.57E-06	1.42E-06	1.57E-06	1.42E-06	1.49E-06	1.66E-06	1.49E-06	1.66E-06	1.48E-06	1.48E-06	 25.5100	 49.0556	 52.0023	 10.9745	 1771.83	 5267.34	 1784.90	 4303.58	 3076.10	 11709.1	 9345.38	 1361.26	 55815.3	 8574.76	 12413.7
     437	 14.1741	 .000000	 .000000	 3.48843	 25.0758	 .040741	 .000000	 .005964	 .043567	 .082876	 57.0885	 18.9950	 .000000	 .000000	 9.29575	 29.0807	 .077914	 .000000	 .014796	 .114204	 .232164	 43.5837	 40.6371	 .000000	 .000000	 11.9590	 48.2246	 .109017	 .000000	 .021625	 .147464	 .295435	 .000004	 101.394	 .024368	 .046881	 .027653	 .036410	 .010493	 .007349	 .015472	 .010392	 .025278	 .036460	 .328198	 -620.48	 -871.08	 1.02345	 .233342	 5.43514	 -2780.1	 33.7540	 11.7666	 8.35975	 .893639	 -.00005	 -.00006	 .157137	 .772366	 .005363	 -.00003	 .000203	 .001931	 .002617	 4789.87	 3.72259	 48.2502	 491.484	 9068.12	 100.821	 11.3149	 155.458	 47.0253	 91.5095	 82.7167	 3.82055	 48.5001	 8.13093	 24.1575	 50.6976	 11.3528	 144.110	 30.4677	 59.0275	 4707.15	 -.09796	 -.24991	 483.353	 9043.96	 50.1229	 -.03790	 11.3485	 16.5576	 32.4820	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	1.57E-06	1.42E-06	1.57E-06	1.42E-06	1.49E-06	1.66E-06	1.49E-06	1.66E-06	1.48E-06	1.48E-06	 25.5200	 49.0352	 51.9884	 10.9745	 1796.51	 5267.40	 1784.86	 4303.63	 3076.00	 11709.4	 9345.34	 1360.93	 55815.4	 8574.94	 12413.5
     438	 14.1695	 .000000	 .000000	 3.44560	 25.1125	 .039800	 .000000	 .008435	 .055702	 .081653	 57.0869	 19.0085	 .000000	 .000000	 9.19111	 29.1534	 .076193	 .000000	 .020949	 .146166	 .228974	 43.6274	 40.6660	 .000000	 .000000	 11.8243	 48.3450	 .106609	 .000000	 .030618	 .188735	 .291376	 .000004	 101.453	 .025051	 .045731	 .027052	 .039722	 .009844	 .007291	 .016684	 .010408	 .024695	 .035651	 .328607	 -82.684	 -134.67	 1.03338	 .233034	 5.50968	 -140.66	 24.0629	 9.30463	 8.31759	 .894203	 -.00038	 -.00036	 .155347	 .774864	 .005244	 -.00059	 .000288	 .002471	 .002581	 4797.47	 2.94263	 44.7801	 487.494	 9094.75	 98.8395	 12.4083	 160.269	 50.2245	 88.3884	 87.2954	 3.62925	 46.3499	 9.66165	 21.2652	 49.8304	 13.2051	 144.210	 29.0351	 56.3557	 4710.18	 -.68662	 -1.5698	 477.833	 9073.49	 49.0091	 -.79679	 16.0591	 21.1894	 32.0328	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	1.57E-06	1.42E-06	1.57E-06	1.42E-06	1.49E-06	1.66E-06	1.49E-06	1.66E-06	1.48E-06	1.48E-06	 25.4875	 49.0372	 52.0062	 10.9745	 1814.43	 5267.46	 1784.83	 4303.67	 3075.91	 11709.8	 9345.29	 1360.61	 55815.5	 8575.11	 12413.4
     439	 18.8802	 .028826	 1.95000	 2.18322	 16.3103	 .405169	 .097323	 .134383	 .042982	 .016356	 59.9513	 25.4849	 .066359	 2.52869	 5.85983	 19.0522	 .780462	 .107533	 .335816	 .113488	 .046151	 46.1005	 54.5214	 .110691	 4.77792	 7.53865	 31.5943	 1.09202	 .144952	 .490819	 .146540	 .058729	 .000000	 100.476	 .023722	 .043043	 .025026	 .035849	 .009865	 .007134	 .014309	 .010698	 .025125	 .035943	 .275687	 34.7166	 1.12775	 1.30596	 .287389	 1.08201	 8.40324	 2.04982	 11.7875	 37.7381	 1.25872	 .001018	 .108261	 .098427	 .511521	 .053354	 .011547	 .004521	 .001908	 .000518	 6716.47	 4.96074	 514.027	 310.503	 6011.74	 545.591	 25.5904	 398.500	 46.0248	 63.2673	 86.1642	 3.14343	 48.1024	 7.76024	 21.7615	 46.9889	 9.88265	 146.173	 29.6674	 56.8316	 6630.31	 1.81731	 465.925	 302.743	 5989.98	 498.602	 15.7077	 252.327	 16.3575	 6.43577	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	1.57E-06	1.42E-06	1.57E-06	1.42E-06	1.49E-06	1.66E-06	1.49E-06	1.66E-06	1.48E-06	1.48E-06	 25.4500	 48.0980	 51.8983	 10.9745	 2759.81	 5267.51	 1784.79	 4303.71	 3075.81	 11710.1	 9345.25	 1360.29	 55815.7	 8575.29	 12413.2
